Date,Adj Close,Close,High,Low,Open,Volume,News,trend_1d,log_returns,volatility_5d,DistRoBERTa_sentiment_scores,DistRoBERTa_sentiment_vector,DistRoBERTa_adjusted_score,DistRoBERTa_raw_score,DistRoBERTa_adjusted_predictions,DistRoBERTa_raw_predictions,FinBERT_sentiment_scores,FinBERT_sentiment_vector,FinBERT_adjusted_score,FinBERT_raw_score,FinBERT_adjusted_predictions,FinBERT_raw_predictions,DeBERTa_sentiment_scores,DeBERTa_sentiment_vector,DeBERTa_adjusted_score,DeBERTa_raw_score,DeBERTa_adjusted_predictions,DeBERTa_raw_predictions
2018-11-10,46.14411926269531,60.855943044026695,61.13372039794922,60.45542653401693,60.55232620239258,1519207.3333333333,,0.0006899842853163432,0.0006902224340257664,0.0704410818243583,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-11,46.17595291137695,60.89793268839518,61.25968933105469,60.59108606974284,60.687984466552734,1525605.6666666667,,0.0006895085352625373,0.0006897463555981982,0.0725789238510969,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-12,46.207786560058594,60.93992233276367,61.38565826416016,60.72674560546875,60.82364273071289,1532004.0,,-0.0007950530311827173,0.0006892709334651113,0.02785645556369915,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-13,46.17105102539063,60.89147186279297,61.13372039794922,60.50387573242188,60.94961166381836,1382261.0,,0.005251425010903794,-0.0007953692534640634,0.031200234418257162,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2018-11-14,46.41352844238281,61.211238861083984,61.531009674072266,60.96899032592773,60.988372802734375,2185157.0,,-0.007756809589135942,0.005237684362909791,0.03638443776711289,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2018-11-15,46.053504943847656,60.73643493652344,61.22092819213867,60.42635726928711,61.2015495300293,2785162.0,"Stocks Which Set New 52-Week High Yesterday, Wed., Nov. 14, 2018 | Bank of America Upgrades Realty Income to Buy",0.017708984698360065,-0.007787050118158451,0.07483030451363883,"[{'label': 'positive', 'score': 0.9992189407348633}, {'label': 'neutral', 'score': 0.0005002120160497725}, {'label': 'negative', 'score': 0.0002808807766996324}]","(0.0005002120160497725, 0.9992189407348633, 0.0002808807766996324)",0.9994379573249451,0.9992189407348633,1,1,"[{'label': 'positive', 'score': 0.880731463432312}, {'label': 'neutral', 'score': 0.10140431672334671}, {'label': 'negative', 'score': 0.017864227294921875}]","(0.10140431672334671, 0.880731463432312, 0.017864227294921875)",0.9602396773559767,0.880731463432312,1,1,"[{'label': 'positive', 'score': 0.9984533786773682}, {'label': 'neutral', 'score': 0.0011185799958184361}, {'label': 'negative', 'score': 0.00042802171083167195}]","(0.0011185799958184361, 0.9984533786773682, 0.00042802171083167195)",0.9991429979361607,0.9984533786773682,1,1
2018-11-16,46.86904525756836,61.81201553344727,61.870155334472656,60.69767379760742,60.72674560546875,2181235.0,,0.0009405906040051926,0.01755400761183788,0.14911247631562297,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-17,46.913134256998696,61.870155334472656,62.07687377929688,60.99160130818685,61.08527247111002,2166821.333333333,,0.0009397067246895441,0.0009401485258510146,0.148880155455087,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-18,46.95722325642904,61.92829513549805,62.28359222412109,61.285528818766274,61.4437993367513,2152407.6666666665,,0.0009388245049889027,0.0009392654767327252,0.1465636023850973,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-19,47.001312255859375,61.98643493652344,62.49031066894531,61.5794563293457,61.80232620239258,2137994.0,,-0.0017195741472347363,0.0009383840848931469,0.14630251279517095,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-20,46.920501708984375,61.879844665527344,62.55813980102539,61.59883880615234,61.79263687133789,2524788.0,"Stocks Which Set New 52-Week High Yesterday, Mon., Nov. 19, 2018",-0.004227987298283813,-0.0017210543119373807,0.12403004259299834,"[{'label': 'positive', 'score': 0.9943332672119141}, {'label': 'neutral', 'score': 0.005255972966551781}, {'label': 'negative', 'score': 0.00041076683555729687}]","(0.005255972966551781, 0.9943332672119141, 0.00041076683555729687)",0.9991741255609528,0.9943332672119141,0,0,"[{'label': 'positive', 'score': 0.5116032361984253}, {'label': 'neutral', 'score': 0.4486254155635834}, {'label': 'negative', 'score': 0.039771322160959244}]","(0.4486254155635834, 0.5116032361984253, 0.039771322160959244)",0.8557375506069818,0.5116032361984253,0,0,"[{'label': 'positive', 'score': 0.9717497229576111}, {'label': 'neutral', 'score': 0.027391279116272926}, {'label': 'negative', 'score': 0.0008590389625169337}]","(0.027391279116272926, 0.9717497229576111, 0.0008590389625169337)",0.9982335364513455,0.9717497229576111,0,0
2018-11-21,46.72210693359375,61.61821746826172,62.18023300170898,61.43410873413086,61.937984466552734,1871326.0,"Stocks Which Set New 52-Week High Yesterday, Tues., Nov. 20, 2018",-0.0014939472585821718,-0.0042369505097319664,0.03687899772304522,"[{'label': 'positive', 'score': 0.9883846044540405}, {'label': 'neutral', 'score': 0.011116113513708115}, {'label': 'negative', 'score': 0.0004992233589291573}]","(0.011116113513708115, 0.9883846044540405, 0.0004992233589291573)",0.9989903296122594,0.9883846044540405,0,0,"[{'label': 'neutral', 'score': 0.8609759211540222}, {'label': 'positive', 'score': 0.11215942353010178}, {'label': 'negative', 'score': 0.026864666491746902}]","(0.8609759211540222, 0.11215942353010178, 0.026864666491746902)",0.6135250158799829,0.11215942353010178,0,1,"[{'label': 'positive', 'score': 0.9600886106491089}, {'label': 'neutral', 'score': 0.03892991319298744}, {'label': 'negative', 'score': 0.0009815393714234233}]","(0.03892991319298744, 0.9600886106491089, 0.0009815393714234233)",0.9979574032730026,0.9600886106491089,0,0
2018-11-22,46.65231323242188,61.52616310119629,61.996124267578125,61.28391456604004,61.75872039794922,1390723.5,,-0.0014961824762909654,-0.0014950643104709412,0.0343186139873218,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-23,46.58251953125,61.43410873413086,61.81201553344727,61.13372039794922,61.5794563293457,910121.0,,-0.0019453261637799653,-0.001497302874978904,0.02909096728246379,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-24,46.49190012613932,61.31459935506185,61.76679611206055,60.99160130818685,61.58268610636393,1163752.0,,-0.0019491178336981485,-0.0019472207682028043,0.018497503902121747,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-25,46.40128072102865,61.19508997599284,61.72157669067383,60.84948221842448,61.58591588338216,1417383.0,,-0.0019529243133051901,-0.001951019835748861,0.01820820444677889,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-26,46.31066131591797,61.07558059692383,61.67635726928711,60.70736312866211,61.58914566040039,1671014.0,,0.010312544872624051,-0.0019548337563954914,0.003955015829453569,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2018-11-27,46.788230895996094,61.70542526245117,61.7344970703125,60.85271453857422,61.07558059692383,1794442.0,,-0.0006281023759888826,0.010259733352212643,0.0859391286961367,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-28,46.75883865356445,61.66666793823242,62.33526992797852,61.31782913208008,61.85077667236328,2361629.0,,0.0034569198307981782,-0.0006282997149232608,0.08482886487318689,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-11-29,46.920501708984375,61.879844665527344,62.05426406860352,61.45348739624024,61.77325439453125,2740786.0,"Stocks That Will Be Trading Ex Dividend Fri., Nov. 30, 2018",0.0036016553411135762,0.0034509584182394804,0.08262070769998113,"[{'label': 'neutral', 'score': 0.9998787641525269}, {'label': 'negative', 'score': 7.536072371294722e-05}, {'label': 'positive', 'score': 4.583605186780915e-05}]","(0.9998787641525269, 4.583605186780915e-05, 7.536072371294722e-05)",-0.2436093840257744,-7.536072371294722e-05,1,1,"[{'label': 'neutral', 'score': 0.9387733340263367}, {'label': 'negative', 'score': 0.03903815150260925}, {'label': 'positive', 'score': 0.022188479080796242}]","(0.9387733340263367, 0.022188479080796242, 0.03903815150260925)",-0.27520169346669626,-0.03903815150260925,1,1,"[{'label': 'neutral', 'score': 0.9993563294410706}, {'label': 'positive', 'score': 0.0005170603399164975}, {'label': 'negative', 'score': 0.0001266351609956473}]","(0.9993563294410706, 0.0005170603399164975, 0.0001266351609956473)",0.6065370635146595,0.0005170603399164975,0,1
2018-11-30,47.25300598144531,62.10271453857422,62.37403106689453,61.52131652832031,61.83139419555664,4244719.0,"Stocks Trading Ex Dividend For Fri., Nov. 30, 2018",0.0018723550387286056,0.0035951849120317275,0.07570030804981522,"[{'label': 'neutral', 'score': 0.9998733997344971}, {'label': 'negative', 'score': 8.004160190466791e-05}, {'label': 'positive', 'score': 4.645529406843707e-05}]","(0.9998733997344971, 4.645529406843707e-05, 8.004160190466791e-05)",-0.2655109248164616,-8.004160190466791e-05,1,1,"[{'label': 'neutral', 'score': 0.9314915537834167}, {'label': 'negative', 'score': 0.047405268996953964}, {'label': 'positive', 'score': 0.02110319770872593}]","(0.9314915537834167, 0.02110319770872593, 0.047405268996953964)",-0.3839243899768579,-0.047405268996953964,1,1,"[{'label': 'neutral', 'score': 0.999529242515564}, {'label': 'positive', 'score': 0.00031541287899017334}, {'label': 'negative', 'score': 0.00015539006562903523}]","(0.999529242515564, 0.00031541287899017334, 0.00015539006562903523)",0.339893399542279,0.00031541287899017334,1,1
2018-12-01,47.34148279825846,62.21899286905924,62.39987055460612,61.47932688395182,61.89599355061849,3769104.6666666665,,0.0018688558770107414,0.0018706043669451191,0.06408245673404529,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-12-02,47.42995961507162,62.33527119954427,62.42571004231771,61.437337239583336,61.960592905680336,3293490.333333333,,0.001865369769753625,0.0018671117385571276,0.027018647172000136,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2018-12-03,47.518436431884766,62.4515495300293,62.4515495300293,61.39534759521485,62.02519226074219,2817876.0,,-0.006361498864567688,0.0018636321281252928,0.014421035088316044,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2018-12-04,47.21614837646485,62.05426406860352,63.17829513549805,61.97674560546875,62.40310287475586,2422826.0,,0.016942516001416972,-0.006381819423787463,0.06276297546858896,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
