Date,Open,High,Low,Close,Adj Close,Volume,News,Tomorrow,Target
2006-12-27,29.99,30.129999,29.91,30.02,30.02,31248400,,29.92,-0.0033310959915239247
2006-12-28,29.860001,30.030001,29.809999,29.98,29.98,26690600,"Google Wins Dismissal of Patent Lawsuit : Google won a dismissal of a lawsuit filed by a Wisconsin company over four patents covering database search technology.Considering a Media Center PC : I see lots of machines with ""Windows XP Media Center Edition 2005."" What is the difference between this and good old XP?Brilliant Ideas That Found a Welcome : A top 10 list — not of the greatest tech products, but of the greatest individual features that surfaced in 2006.",29.99,0.0023395721925132396
2006-12-29,29.860001,30.15,29.83,29.860001,29.860001,41739800,,29.825,-0.0055018339446482045
2007-01-03,29.91,30.25,29.4,29.860001,29.860001,76935100,,29.705,-0.0040234702430846925
2007-01-04,29.700001,29.969999,29.440001,29.809999,29.809999,45774500,"For the Well-Dressed iPod, a Leather Jacket in the Color of Your Choice : Rooting for Manchester United or the Giants to win? Get an iPod case in your team colors.Fewer Excuses For Not Doing A PC Backup : If there's one New Year's resolution even more likely to fail than ''I vow to lose weight,'' it's ''I vow to start backing up my computer.''     After all, setting up and remembering to use a backup system is a huge hassle. The odds are good that ...New Disc May Sway DVD Wars : Warner Brothers plans to announce a single videodisc that can play films and television programs in both Blu-ray and HD-DVD, the rival DVD technologies.Importing Contacts From Eudora : Is there a way to transfer a large address book from Eudora to another e-mail program?Corrections : A headline in Business Day yesterday about a lawsuit brought by Intertainer, a digital media company, against Apple Computer, Google and Napster misstated the nature of the litigation. It involves a patent, not a copyright.  Who Is That Wearing That Milk Mustache? : Brand mascots are everywhere these days, as marketers look for new ways to spread their messages across a variety of media.Fewer Excuses for Not Doing a PC Backup : Online backups, where files are shuttled off to the Internet for safekeeping, are suddenly becoming effortless, capacious and even free.",29.6000005,-0.0035347416259888798
2007-01-05,29.629999,29.75,29.450001,29.639999,29.639999,44607200,,29.8150005,0.0072635133908189875
2007-01-08,29.65,30.1,29.530001,29.93,29.93,50220200,"Microsoft and Ford Combine Products : Bill Gates unveiled a partnership with the Ford Motor Company to build Microsoft technology into several Ford models.For Parents, New Ways to Control the Action : It is not overreaching to say that if you have young children who play computer games or use the Internet you are basically remiss if you do not upgrade to Vista as soon as possible.Console Sales Beat Goals, Makers’ Early Reports Say : Video game makers are shipping more consoles than expected, setting the stage for what may be a multiyear battle among Sony, Microsoft and Nintendo.TODAY IN BUSINESS : A BOLD NEW TOYOTA -- Toyota is making some surprisingly aggressive moves this week at the International Auto Show as it moves into markets long dominated by its American and European rivals. And they mark a notable shift for a company where conser...A Personal Computer to Carry in a Pocket : The newest cellphone screens are evolving to adopt more and more characteristics of a personal computer.",29.955,0.004695606159724752
2007-01-09,30.0,30.18,29.73,29.959999,29.959999,44636600,"Corrections : Because of an editing error, an article in Business Day yesterday about announcements by Sony and Microsoft regarding sales of their latest game consoles carried an incorrect dateline. The reporter was in San Francisco -- not Las Vegas, where the ...Corrections: For the Record : Because of an editing error, an article in Business Day yesterday about announcements by Sony and Microsoft regarding sales of their latest game consoles carried an incorrect dateline. The reporter was in San Francisco &#151; not Las Vegas, where ...Corrections: For the Record : Corrections: For the Record",29.659999499999998,-0.00984812218327491
2007-01-10,29.799999,29.889999,29.43,29.66,29.66,55017400,,30.2,0.018206355667673035
2007-01-11,29.76,30.75,29.65,30.700001,30.700001,99464300,"Getting Graphic With Vista  : When shopping for a new computer, what kind of graphics card will be necessary to run Microsoft’s Windows Vista?ONLINE : Sony has sold about 534,000 PlayStation 3 consoles in Japan since their debut on Nov. 11, far short of its goal of one million, according to sales estimates. By contrast, rival Nintendo has sold 1.14 million of its less expensive new game console,...The Computer With a TV, and a Family's Virtual Bulletin Board : The notion of a computer at the heart of every home gets a little bump with the multitasking Hewlett-Packard's $1,800 TouchSmart PC.Firms Fret as Office E-Mail Jumps Security Walls : More Internet-literate workers are forwarding their office e-mail to free Web-accessible personal accounts.Sales of Sony’s PlayStation 3 Fall Short in Japan : Analysts said the Japanese sales figures could offer a preview of how PlayStation 3 and Wii will fare in the U.S. Phone Shows Apple’s Impact on Consumer Products : Steve Jobs’s method is to refine existing technologies.Apple Waves Its Wand at the Phone : The new iPhone is so packed with possibilities that the cellphone may actually be the least interesting part.",31.014999,0.02698672185430473
2007-01-12,30.65,31.389999,30.639999,31.209999,31.209999,103972500,"Demand Outpaced Supply for New Game Consoles : The Xbox 360 outsold the Wii, which outsold the PlayStation 3 during the crucial holiday season.Steve Jobs Walks the Tightrope Again : If the iPhone succeeds commercially, it will be proof of Steven P. Jobs’s power and influence over the world’s consumer marketplace.",31.240001,0.007254618966777926
2007-01-16,31.26,31.450001,31.030001,31.16,31.16,62379600,,31.2250005,-0.00048016963891894804
2007-01-17,31.26,31.440001,31.01,31.1,31.1,58519600,"Corrections : An article in Business Day on Jan. 8 about announcements by Sony and Microsoft regarding sales of their latest game consoles misstated the price of the high-end configuration of Microsoft Xbox 360. It is $399, not $499.  Correction: For the Record : An article in Business Day on Jan. 8 about announcements by Sony and Microsoft regarding sales of their latest game consoles misstated the price of the high-end configuration of Microsoft Xbox 360. It is $399, not $499.Corrections : CorrectionsAtop TV Sets, Basic Black Boxes Face Competition : As consumers stray, the traditional cable box is getting  a high-tech overhaul.A DVD Copy Protection Is Overcome by Hackers : A loose-knit coalition of hackers around the world defeated the antipiracy software protecting several high-resolution movies in the HD DVD format and began distributing copies of the films.",31.085,-0.004483602810510745
2007-01-18,31.15,31.370001,30.799999,31.0,31.0,56364300,"Purging Bloat to Fashion Sleek Software : After a radical redesign, Microsoft's Word, Excel and PowerPoint applications are almost totally new programs. A Seat for the Jet Cockpit in Your Game Room (No Need to Buckle Up) : Serious fans of flight-simulator programs can now grab their force-feedback joysticks and practically climb right into the cockpit.Apple Profit Rose 78% in Quarter : Apple delivered $1 billion in profit for its first quarter, based largely on the Christmas performance of its iPod music player business.",30.900001,-0.00595139134630851
2007-01-19,30.73,31.110001,30.690001,31.110001,31.110001,75826900,,30.8150005,-0.002750825153694958
2007-01-22,31.059999,31.120001,30.51,30.719999,30.719999,56143900,"Group Formed to Support Linux as Rival to Windows : Major technology companies are consolidating their support into the Linux Foundation to help the operating system compete more effectively against Microsoft.Big Labels Offer Free Music to College Students : Ruckus Network will offer free music downloads — with some substantial restrictions — to any college student.I.B.M. to Introduce Workers’ Networking Software : I.B.M. plans to announce a set of social software tools typically associated with sites like MySpace and Facebook to the corporate world.Looking Ahead : DAVOS, ANYONE? The annual World Economic Forum will take place Wednesday through Sunday in Davos, Switzerland, drawing political and business leaders — plus a celebrity or two — to brainstorm solutions to world problems. Among the top issues on th...TODAY IN BUSINESS : DRUG ADS UNDER SCRUTINY -- Drug advertising aimed at consumers is likely to face hard scrutiny in the new Congress as it considers renewal of a law renewing the fees that manufacturers pay to speed reviews of new drugs. The pharmaceutical industry...",30.7399995,-0.002433912016324702
2007-01-23,30.629999,30.959999,30.52,30.74,30.74,49171200,"Shares Fall on Downgrades of Tech Issues : Wall Street stumbled lower yesterday as growing concerns over technology companies led jittery investors to pull money out of the market ahead of earnings reports this week.Sun Microsystems Will Use Intel Chips : Sun Microsystems and Intel announced a deal for Sun to use Intel chips in some of its computer servers, a setback for the rival chip maker Advanced Micro Devices.",30.9749995,0.007644762648743697
2007-01-24,30.780001,31.299999,30.65,31.09,31.09,58527800,,30.965000500000002,-0.00032280872191770005
2007-01-25,31.08,31.48,30.450001,30.450001,30.450001,97378700,"How E.T. Might Phone Home, if Home Had a G.S.M. Network : The Palm Treo 750 is a Windows Mobile smartphone with a full keyboard, bright color touch screen and 1.3-megapixel camera.Moving It All to Vista : When the time comes, how can I move all of my bookmarks, music and other files from my old computer to a new Windows Vista PC?SAP Plans New Venture for Serving Small Clients : The biggest maker of business management software said it would invest as much as $520 million on an organization aimed at smaller business clients.Plain Cellphones Can Overachieve, With a Little Help : That humble cellphone in your pocket may let you do more than just make phone calls and take pictures.",30.915,-0.0016147424250809728
2007-01-26,31.219999,31.23,30.6,30.6,30.6,96103700,,30.5600005,-0.011483082645964648
2007-01-29,30.65,30.780001,30.34,30.530001,30.530001,57605900,"At Davos, the Squabble Resumes on How to Wire the Third World : Passions still run high at the World Economic Forum over the best way to deploy computers in the developing world.Looking Ahead : ECONOMIC BAROMETERS Two critical economic events are scheduled to take place this week. First, on Wednesday, the Federal Open Market Committee is expected to meet and issue its decision on short-term interest rates; expectations are that the feder...",30.389999,-0.005562876217884871
2007-01-30,30.57,30.639999,30.139999,30.48,30.48,61900400,"A Researcher for Microsoft Is Reported Missing at Sea : SAN FRANCISCO, Jan. 29 &#151; The Coast Guard is searching for a computer scientist from Microsoft who left for a daylong sailing trip off the coast of San Francisco on Sunday and did not return.First the Wait for Microsoft Vista; Now the Marketing Barrage : Skeptics were drowned out by the marketing campaign for Microsoft’s operating system on the eve of its arrival.A Lively Market, Legal and Not, for Software Bugs : Software vulnerabilities are bought and sold online, both by legitimate security companies and by thieves.After Marketing Frenzy, a Tame Release for Vista : Microsoft introduced its new operating system at a time when its influence in the marketplace is waning.Gates, in London, Promotes Vista to Europeans : Bill Gates, co-founder and chairman of Microsoft, began a four-day European tour to promote the new operating system.Non-Celebrities on the Web, Seeming to Make Non-Pitches : Marketers are turning to unusual personalities who offer the kind of novelty and freshness that young people might blog about, link to and comment on in chats.Iran Asks Russia to Join Alliance of Gas Producers : A summary of top stories in Russian newspapers on Tuesday.TODAY IN BUSINESS : FINDING FLAWS IN SOFTWARE -- Several companies are offering to pay researchers to find the holes in Microsoft's new Windows Vista program, new software that goes on sale today. Others with less legitimate intentions pay handsomely for the informat...",30.725,0.011023396216630399
2007-01-31,30.41,31.1,30.35,30.860001,30.860001,73968400,,30.655001,-0.0022782424735557916
2007-02-01,30.84,30.940001,30.370001,30.559999,30.559999,55355800,"Better Shoeboxes for Digital Photos : While digital photography has freed up closet space, sorting and retrieving pictures in the era of the 250-gigabyte hard drive has created a set of challenges of its own.A Notebook’s Two Hard Drives Work Separately or as a Team : The Toshiba Satellite A135-S4499 is one of the first entry-level notebooks with two hard drives for extra storage or automatic backup.Awarder of Space Prize to Add Others : The X Prize Foundation said it was starting a broad fund-raising campaign to reward other innovators.Gordon Macklin, 78, Pioneer in Electronic Stock Trading, Dies : Gordon S. Macklin helped usher in the era of electronic trading of securities when he oversaw the development of the Nasdaq.Driven by Ads, Net Income Nearly Triples At Google : Continuing the blockbuster growth of its search-driven advertising business, Google reported a sharp rise Wednesday in both sales and profit in the fourth quarter.     Google, the largest Internet search engine, also continued to outpace rivals li...Ads Drive Sharp Surge in Earnings at Google : Google reported a sharp rise in both sales and profit, driven by blockbuster growth of its search-driven advertising business.On Pins and Needles, but Not Missing a Stitch : A mother’s innocent home project becomes an obsession.What Could Bog Down the Bull : Markets celebrated the Fed’s action but analysts warned that the road ahead promises to be a long, hard slog as corporate profits are starting to slow.",30.4849995,-0.0055456367461869105
2007-02-02,30.82,30.84,30.129999,30.190001,30.190001,60401700,,29.715,-0.02525830777855187
2007-02-05,29.969999,30.02,29.41,29.610001,29.610001,99102100,"Microsoft’s Vista Debut Wasn’t Nearly So ‘Wow’ : The Vista release did not generate anything close to the excitement created 12 years ago when Windows 95 was introduced.A Long-Delayed Ad System Has Yahoo Crossing Its Fingers : Project Panama is Yahoo’s effort to close the wide gap with Google in the race for search advertising dollars.TODAY IN BUSINESS : AD VIOLENCE AND A ROCK -- No commercial that appeared during Super Bowl XLI directly addressed Iraq, but the war seemed to linger just below the surface of many of them. More than a dozen spots had violent elements. Advertising: Stuart Elliott. [P...",29.4849995,-0.00774021537943792
2007-02-06,29.59,29.75,29.219999,29.51,29.51,79281100,"Microsoft Spurns Appeal to Intervene in Russian Piracy Case : Microsoft rebuffed a public appeal by Mikhail Gorbachev for its chairman, Bill Gates, to intervene on behalf of a Russian school principal charged with software piracy.After Long Dispute, Two Apples Work It Out : Apple Inc., the maker of the iPod, and Apple Corps, the guardian of the Beatles’ music interests, have settled their trademark fight over their shared name.",29.4750005,-0.00033912159299853695
2007-02-07,29.639999,29.700001,29.25,29.370001,29.370001,65145500,,29.5,0.0008481594427793837
2007-02-08,29.24,29.799999,29.200001,29.26,29.26,48749000,"EMC Plans Public Offering for 10% of Software Division : EMC said it planned to sell 10 percent of its fast-growing software subsidiary, VMware, in an initial public offering this summer.Europe Cool to Apple’s Suggestions on Music : Europeans said the call to drop copy protection from music sold online seemed to be an effort to shift the focus of the debate.Kaizen, That Continuous Improvement Strategy, Finds Its Ideal Environment : On the Web, continuous improvement really is continuous.",29.165,-0.011355932203389818
2007-02-09,29.35,29.4,28.93,28.98,28.98,69823100,,28.96,-0.00702897308417616
2007-02-12,28.889999,29.09,28.83,28.940001,28.940001,52774400,,29.08,0.004143646408839796
2007-02-13,29.040001,29.200001,28.959999,29.01,29.01,50348100,,29.4200005,0.011691901650618952
2007-02-14,29.17,29.690001,29.15,29.4,29.4,55588600,,29.4349995,0.000509823240825602
2007-02-15,29.58,29.65,29.219999,29.459999,29.459999,63858100,Updating Windows Defender : When I turn on my computer I receive a message that includes “Windows Defender Application failed to initialize.” What can I do to fix this error?,28.7950005,-0.02174278956587039
2007-02-16,28.91,28.940001,28.65,28.74,28.74,109340300,,28.665,-0.00451468997196236
2007-02-20,28.629999,28.860001,28.469999,28.83,28.83,53978200,"Assault of the Hackers : Internet security can be expensive, but it can also be worth the price.",29.0649995,0.013954282225710823
2007-02-21,28.75,29.389999,28.74,29.35,29.35,68604900,"Hewlett-Packard Net Jumps 26% in the Quarter : Notebook computers flew off shelves over the holidays, helping to bolster Hewlett-Packard’s lead atop the PC heap.",29.3500005,0.009805642694058925
2007-02-22,29.309999,29.540001,29.16,29.389999,29.389999,57754400,,29.085,-0.009028977699676699
2007-02-23,29.219999,29.280001,28.889999,28.9,28.9,63787100,"MP3 Patents in Upheaval After Verdict : Microsoft was ordered by a federal jury to pay $1.52 billion in a patent dispute over the MP3 format.INSIDE : Corzine Delays Cuts Despite Bleak Outlook  Though New Jersey's fiscal outlook is bleak and the state is facing an ''avalanche of growing fixed costs'' that will soon require drastic measures, Gov. Jon S. Corzine delayed harsh measures in his annua...Dow Slides, but Technology Lifts Nasdaq : Iran’s refusal to suspend uranium enrichment rattled investors and tempered a tech rally spurred by a strong outlook from the chip maker Analog Devices.TODAY IN BUSINESS : HEDGE FUND RULES -- The Bush administration said that there was no need for greater government oversight of the rapidly growing hedge fund industry and other private investment groups. It announced instead an agreement on a set of nonbinding princ...",28.955,-0.004469657899260904
2007-02-26,28.959999,29.09,28.82,29.07,29.07,63481900,Software Tool of Pirates Gets Work in Hollywood : Hollywood studios are going into business with one of their biggest tormentors: the peer-to-peer pioneer BitTorrent.,28.380000000000003,-0.01985840096701763
2007-02-27,28.709999,28.969999,27.790001,27.870001,27.870001,87143300,,28.085,-0.010394644115574447
2007-02-28,27.950001,28.25,27.92,28.17,28.17,86333300,Outsource the Cabinet? : Israel’s leadership seems to have blinded itself lately with all sorts of bizarre and criminal behavior.,28.03,-0.0019583407512907547
2007-03-01,27.82,28.33,27.73,28.09,28.09,80175700,,27.96,-0.0024973242953978403
2007-03-02,28.02,28.16,27.76,27.76,27.76,63254700,Europeans Threaten More Fines for Microsoft : The European Commission said Microsoft was demanding unreasonable royalties from rivals seeking to link their software to the Windows operating system.TODAY IN BUSINESS : COUNT THE REASONS -- A caldron of investors' concerns -- from a slowing American economy to a faltering mortgage market and the tightening of historically easy credit -- has been bubbling up over the last year and appears to have set off the wave ...,27.66,-0.010729613733905574
2007-03-05,27.49,27.91,27.41,27.549999,27.549999,56454300,"Microsoft Prize of $10,000 to Promote Xbox Games : Microsoft plans to announce a contest to develop the next great digital diversion for the company’s Xbox 360.Patent Fights Are a Legacy of MP3’s Tangled Origins : The $1.5 billion settlement against Microsoft is only one result of the music format’s tangled history.TODAY IN BUSINESS : EASY COME, UNTIL RECENTLY -- Just as the technology boom of the late 1990s turned twenty-something programmers into dot-com billionaires, the explosive growth in subprime lending in recent years turned mortgage bankers and brokers across the count...Time Change a ‘Mini-Y2K’ in Tech Terms : Companies are scrambling to reset computing devices as daylight saving time begins three weeks earlier.",27.7950005,0.004880712219812011
2007-03-06,27.799999,27.940001,27.65,27.83,27.83,49361800,,27.7249995,-0.0025184745004772635
2007-03-07,27.76,27.9,27.549999,27.610001,27.610001,52044700,"Searching for Michael Jordan? Microsoft Wants a Better Way : Trying to catch up with Google, Microsoft says it will change the way computer users search.Sony to Add Online Bells and Whistles for PlayStation 3 : New online capabilities are meant to allow gamers to share content they have created, à la YouTube.TODAY IN BUSINESS : JUST DON'T CALL IT SODA -- Coca-Cola and PepsiCo will soon introduce new carbonated drinks that are fortified with vitamins and minerals: Diet Coke Plus and Tava. But remember, they are healthy ''sparkling beverages,'' not soft drinks. [Page A1.] ...",27.225,-0.018034247394666192
2007-03-08,27.719999,27.85,26.6,27.32,27.32,72175200,,27.2550005,0.0011019467401285343
2007-03-09,27.42,27.48,27.030001,27.290001,27.290001,80125000,"Microsoft in First Technology License Deal : Microsoft said it had signed its first agreement to license its technology, almost three years after European Union antitrust regulators ordered the software company to share data to increase competition. Microsoft said the deal, with Quest Softwa...World Business Briefing | Europe: Microsoft in First Technology License Deal : Microsoft said it had signed its first agreement to license its technology, almost three years after European Union antitrust regulators ordered the software company to share data to increase competition. Microsoft said the deal, with Quest Softwa...Court Rules for Dell in a Patent Suit : A federal court has ruled that Dell Inc. personal organizer products did not infringe a patent held by Alcatel-Lucent.Palm Responds to the iPhone : The maker of hand-held computers has hired a top software designer to respond to the challenge posed by Apple’s new iPhone.",27.3049995,0.0018344890509174316
2007-03-12,27.18,27.48,27.129999,27.440001,27.440001,36516400,"As Mobile Phones Grow More Complex, Carriers Insist on Fewer Operating Systems : Two operating systems run more than 95 percent of the world's computers, but dozens of systems are behind the 2.5 billion mobile phones in circulation, a situation that has hampered the growth of new services, industry executives and independent s...As Mobile Phones Grow More Complex, Carriers Insist on Fewer Operating Systems : Multiple systems have hampered the growth of new services, mobile phone executives say.",27.0549995,-0.009155832432811484
2007-03-13,27.25,27.4,26.709999,26.719999,26.719999,75169500,,27.064999999999998,0.0003696359336469168
2007-03-14,26.82,27.4,26.73,27.4,27.4,75730300,"Microsoft Toolbar to Go on Lenovo Computers : The agreement between Lenovo, the world’s third-largest PC maker, and Microsoft replaces a similar deal the Chinese computer maker had with Google.Microsoft to Open Its Online Gaming Service to Windows Users : Xbox Live, Microsoft’s gaming network that serves some six million Xbox users, is scheduled to be opened to PC gamers on May 8.TODAY IN BUSINESS : ECHOES OF A RECENT BOOM Many technology veterans of Silicon Valley's dot-com era have regrouped and found a new mission in alternative energy: developing wind power, solar panels, ethanol plants and hydrogen-powered cars. [Page A1.]    VIACOM TAKE...",27.335,0.009975983742841477
2007-03-15,27.32,27.469999,27.200001,27.280001,27.280001,51757100,"Microsoft Agrees to Buy Maker of Voice-Recognition Software : The deal to buy Tellme Networks was said to be worth more than $800 million, making it Microsoft’s biggest acquisition since 2002.TODAY IN BUSINESS : WARNING FOR SLEEPING PILLS -- The most widely prescribed sleeping pills, including Ambien and Lunesta, can cause strange behavior like driving and eating while asleep, the Food and Drug Administration said, announcing that strong new warnings woul...No Raise, but No Tears, for Warren Buffett : The chief executive at Berkshire Hathaway took home the same $100,000 in 2006 that he has been earning for 25 years. Google Adds a Safeguard on Privacy for Searchers : Google is taking steps to make anonymous the logs it keeps of all searches that people conduct.Installing Adobe Reader : I can’t seem to download Adobe Acrobat so I can print some rebate forms. What can I do?Google Is Reviving Hopes for Ex-Furniture Makers : The Internet search giant announced that it would build a “server farm” in North Carolina where land is cheap.",27.340000500000002,0.00018293396744106794
2007-03-16,27.35,27.48,27.200001,27.33,27.33,65055300,,27.5150005,0.006400877717613662
2007-03-19,27.34,27.83,27.200001,27.83,27.83,49412000,"Researchers Track Down a Plague of Fake Web Pages : Microsoft researchers say they have traced the companies and techniques behind thousands of spam Web pages.TODAY IN BUSINESS : OFFER FOR ABN AMRO -- Barclays, Britain's third-largest bank, has made an informal takeover offer for ABN Amro, the largest bank in the Netherlands, which is under pressure from hedge funds to consider a merger or asset sales to bolster its laggin...",27.96,0.016172978081537837
2007-03-20,27.93,28.16,27.76,27.84,27.84,47902400,"Corrections : An article in Business Day yesterday about efforts by Microsoft researchers to trace the origins of fake Web pages that lure search-engine users to advertisements misspelled the surname of a cybersecurity investigator for the company. He is Ming M...For the Record : An article in Business Day yesterday about efforts by Microsoft researchers to trace the origins of fake Web pages that lure search-engine users to advertisements misspelled the surname of a cybersecurity investigator for the company. He is Ming M...Corrections : CorrectionsPrivate Rocket Lost Shortly After Launch : The remotely operated rocket managed to reach space, but a roll problem brought it back down to earth minutes later.Cue the 4:53 Silver Bullet to Happy Hour : Coors is planning an interactive initiative that promotes 4:53 p.m. as the new 5 o’clock.",28.0399995,0.0028612124463518462
2007-03-21,27.9,28.52,27.559999,28.52,28.52,72808200,,28.279999500000002,0.008559201293851793
2007-03-22,28.52,28.549999,28.01,28.27,28.27,47934900,"Apple TV Has Landed : Apple TV can connect your computer to your TV without wires — as long as you have a wide-screen TV.FROM THE DESK OF DAVID POGUE: Bridging the Computer-to-TV Divide : Today in The Times, I reviewed the Apple TV box--and, for context, a couple of its rivals from Microsoft and Netgear.     Let me tell you, I haven't worked so hard on a column in a very, very long time.  Old Programs on a New System : I’m going to be buying a computer soon. Will my old Windows programs run on the new Vista operating system?",28.034999499999998,-0.008663366489805036
2007-03-23,28.219999,28.27,27.799999,28.02,28.02,50519800,,27.96,-0.0026752096071910314
2007-03-26,27.940001,28.219999,27.700001,28.219999,28.219999,47491500,,27.905,-0.0019670958512160164
2007-03-27,28.040001,28.16,27.65,27.719999,27.719999,58979800,"Deadline for Microsoft Extended : The deadline for Microsoft to reply to a new charge sheet brought by the European Commission has been extended to April 23 from April 3, a spokesman for the European Union said. The extension, granted at Microsoft’s request, was made by the hearin...20 Million Copies of Vista Reported Sold : Analysts questioned the figure and said it shed little light on the program’s popularity during its first month on the market.",27.7,-0.007346353700053765
2007-03-28,27.58,28.0,27.4,27.639999,27.639999,46947000,,27.67,-0.0010830324909746336
2007-03-29,27.84,27.85,27.49,27.75,27.75,42629900,A New Cable to Connect : What is a high-definition multimedia interface?,27.7250005,0.0019877303939284108
2007-03-30,27.75,27.950001,27.5,27.870001,27.870001,47061000,"Dell Reports It Has Found &#8216;Misconduct&#8217; : Dell said “evidence of misconduct” had been uncovered in an internal investigation of its financial practices over several years.The Drawing Center Names a Director : The center has appointed Brett Littman, who has been deputy director of the P.S. 1 Contemporary Art Center in Long Island City, Queens, for nearly four years.Video Games Conquer Retirees : Older Americans are increasingly turning to video games for recreation.",27.7449995,0.0007213345226089185
2007-04-02,27.889999,27.93,27.559999,27.74,27.74,41977600,,27.904999500000002,0.005766804933624359
2007-04-03,27.860001,28.059999,27.75,27.870001,27.870001,39821300,,28.3400005,0.015588640307984791
2007-04-04,28.01,28.780001,27.9,28.5,28.5,63244200,,28.4749995,0.004763549668956424
